"order_item_id","order_id","product_id","quantity","unit_price"
275,4219,4,1,649.99
276,4219,3,2,1799.99
277,4220,1,1,899.99
278,4221,49,1,19.99
279,4222,47,1,69.99
280,4222,49,1,19.99
281,4223,45,1,199.99
282,4223,46,3,49.99
283,4224,42,2,99.99
284,4224,43,1,179.99
285,4225,42,2,99.99
286,4225,40,1,59.99
287,4226,38,1,79.99
288,4226,39,1,179.99
289,4227,37,1,199.99
290,4227,36,1,39.99
291,4227,38,2,79.99
292,4228,34,2,69.99
293,4228,35,1,29.99
294,4228,37,1,199.99
295,4229,31,1,24.99
296,4229,32,3,79.99
297,4229,33,1,99.99
298,4229,34,1,69.99
299,4230,29,2,89.99
300,4231,27,2,119.99
301,4232,27,1,119.99
302,4232,25,1,229.99
303,4233,23,1,299.99
304,4233,24,2,79.99
305,4234,21,2,249.99
306,4234,22,2,149.99
307,4235,18,1,449.99
308,4235,19,2,899.99
309,4236,16,1,349.99
310,4236,17,1,699.99
311,4237,14,2,1299.99
312,4237,15,1,549.99
313,4237,16,1,349.99
314,4238,12,2,499.99
315,4238,13,1,999.99
316,4238,14,1,1299.99
317,4239,11,1,299.99
318,4239,10,2,129.99
319,4239,12,1,499.99
320,4239,13,2,999.99
321,4240,8,2,599.99
322,4241,5,2,2199.99
323,4242,4,1,649.99
324,4242,3,1,1799.99
325,4243,1,1,899.99
326,4243,2,1,1299.99
327,4244,1,2,899.99
328,4244,2,1,1299.99
329,4245,1,1,899.99
330,4245,2,2,1299.99
331,4246,1,1,899.99
332,4246,2,1,1299.99
333,4247,1,2,899.99
334,4247,2,1,1299.99
335,4247,4,2,649.99
336,4248,49,1,19.99
337,4248,50,1,49.99
338,4248,1,1,899.99
339,4249,47,1,69.99
340,4249,49,3,19.99
341,4249,48,2,59.99
342,4249,50,1,49.99
343,4250,45,1,199.99
344,4251,42,2,99.99
345,4252,42,1,99.99
346,4252,40,2,59.99
347,4253,38,1,79.99
348,4253,39,1,179.99
349,4254,37,1,199.99
350,4254,36,1,39.99
351,4255,34,2,69.99
352,4255,35,3,29.99
353,4256,32,2,79.99
354,4256,33,1,99.99
355,4257,29,1,89.99
356,4257,31,1,24.99
357,4257,30,3,149.99
358,4258,27,2,119.99
359,4258,28,3,99.99
360,4258,29,1,89.99
361,4259,27,1,119.99
362,4259,25,1,229.99
363,4259,26,1,39.99
364,4259,28,2,99.99
365,4260,23,1,299.99
366,4261,21,1,249.99
367,4262,18,1,449.99
368,4262,19,2,899.99
369,4263,16,1,349.99
370,4263,17,2,699.99
371,4264,14,1,1299.99
372,4264,15,1,549.99
373,4265,12,2,499.99
374,4265,13,1,999.99
375,4266,11,1,299.99
376,4266,10,2,129.99
377,4267,8,2,599.99
378,4267,9,1,699.99
379,4267,11,2,299.99
380,4268,5,2,2199.99
381,4268,6,2,179.99
382,4268,7,1,329.99
383,4269,4,1,649.99
384,4269,3,2,1799.99
385,4269,5,1,2199.99
386,4269,6,2,179.99
387,4270,1,1,899.99
388,4271,1,1,899.99
389,4272,1,1,899.99
390,4272,2,1,1299.99
391,4273,1,1,899.99
392,4273,2,1,1299.99
393,4274,1,2,899.99
394,4274,2,1,1299.99
395,4275,49,1,19.99
396,4275,50,1,49.99
397,4276,47,1,69.99
398,4276,49,3,19.99
399,4277,45,2,199.99
400,4277,46,2,49.99
401,4277,47,3,69.99
402,4278,42,2,99.99
403,4278,43,1,179.99
404,4278,44,1,119.99
405,4279,42,1,99.99
406,4279,40,2,59.99
407,4279,41,1,59.99
408,4279,43,2,179.99
409,4280,38,2,79.99
410,4281,37,1,199.99
411,4282,34,1,69.99
412,4282,35,3,29.99
413,4283,32,2,79.99
414,4283,33,3,99.99
415,4284,29,1,89.99
416,4284,31,1,24.99
417,4285,27,1,119.99
418,4285,28,3,99.99
419,4286,27,1,119.99
420,4286,25,1,229.99
421,4287,23,1,299.99
422,4287,24,2,79.99
423,4287,27,3,119.99
424,4288,21,1,249.99
425,4288,22,2,149.99
426,4288,23,1,299.99
427,4289,19,1,899.99
428,4289,21,1,249.99
429,4289,20,1,249.99
430,4289,22,1,149.99
431,4290,16,1,349.99
432,4291,14,1,1299.99
433,4292,12,1,499.99
434,4292,13,1,999.99
435,4293,11,1,299.99
436,4293,10,2,129.99
437,4294,8,2,599.99
438,4294,9,1,699.99
439,4295,5,1,2199.99
440,4295,6,2,179.99
441,4296,4,1,649.99
442,4296,3,2,1799.99
443,4297,1,2,899.99
444,4297,2,1,1299.99
445,4297,4,2,649.99
446,4298,1,1,899.99
447,4298,2,2,1299.99
448,4298,4,1,649.99
449,4299,1,1,899.99
450,4299,2,1,1299.99
451,4299,4,1,649.99
452,4299,3,2,1799.99
453,4300,1,1,899.99
454,4301,1,1,899.99
455,4302,49,1,19.99
456,4302,50,1,49.99
457,4303,47,1,69.99
458,4303,49,2,19.99
459,4304,45,2,199.99
460,4304,46,1,49.99
461,4305,43,2,179.99
462,4305,44,1,119.99
463,4306,42,1,99.99
464,4306,40,2,59.99
465,4307,38,2,79.99
466,4307,39,1,179.99
467,4307,42,1,99.99
468,4308,37,1,199.99
469,4308,36,2,39.99
470,4308,38,1,79.99
471,4309,34,1,69.99
472,4309,35,2,29.99
473,4309,37,2,199.99
474,4309,36,2,39.99
475,4310,32,1,79.99
476,4311,29,1,89.99
477,4312,27,1,119.99
478,4312,28,2,99.99
479,4313,27,1,119.99
480,4313,25,1,229.99
481,4314,23,1,299.99
482,4314,24,1,79.99
483,4315,21,1,249.99
484,4315,22,2,149.99
485,4316,19,1,899.99
486,4316,21,1,249.99
487,4317,16,1,349.99
488,4317,17,1,699.99
489,4317,18,1,449.99
490,4318,14,1,1299.99
491,4318,15,2,549.99
492,4318,16,1,349.99
493,4319,12,1,499.99
494,4319,13,2,999.99
495,4319,14,1,1299.99
496,4319,15,1,549.99
497,4320,11,1,299.99
498,4321,8,2,599.99
499,4322,6,2,179.99
500,4322,7,1,329.99
501,4323,4,1,649.99
502,4323,3,1,1799.99
503,4324,1,2,899.99
504,4324,2,1,1299.99
505,4325,1,1,899.99
506,4325,2,2,1299.99
507,4326,1,1,899.99
508,4326,2,1,1299.99
509,4327,1,2,899.99
510,4327,2,1,1299.99
511,4327,4,2,649.99
512,4328,1,1,899.99
513,4328,2,2,1299.99
514,4328,4,1,649.99
515,4329,49,3,19.99
516,4329,50,1,49.99
517,4329,1,1,899.99
518,4329,2,1,1299.99
519,4330,47,1,69.99
520,4331,45,2,199.99
521,4332,43,2,179.99
522,4332,44,1,119.99
523,4333,42,1,99.99
524,4333,40,2,59.99
525,4334,38,2,79.99
526,4334,39,1,179.99
527,4335,37,1,199.99
528,4335,36,2,39.99
529,4336,34,1,69.99
530,4336,35,2,29.99
531,4337,32,1,79.99
532,4337,33,2,99.99
533,4337,34,1,69.99
534,4338,31,3,24.99
535,4338,30,1,149.99
536,4338,32,1,79.99
537,4339,27,1,119.99
538,4339,28,2,99.99
539,4339,29,3,89.99
540,4339,31,1,24.99
541,4340,27,1,119.99
542,4341,23,1,299.99
543,4342,21,1,249.99
544,4342,22,1,149.99
545,4343,19,1,899.99
546,4343,21,2,249.99
547,4344,16,1,349.99
548,4344,17,1,699.99
549,4345,14,1,1299.99
550,4345,15,1,549.99
551,4346,12,1,499.99
552,4346,13,2,999.99
553,4347,11,2,299.99
554,4347,10,1,129.99
555,4347,12,1,499.99
556,4348,8,1,599.99
557,4348,9,2,699.99
558,4348,11,1,299.99
559,4349,6,2,179.99
560,4349,7,2,329.99
561,4349,8,1,599.99
562,4349,9,1,699.99
563,4350,4,2,649.99
564,4351,1,1,899.99
565,4352,1,1,899.99
566,4352,2,1,1299.99
567,4353,1,1,899.99
568,4353,2,1,1299.99
569,4354,1,2,899.99
570,4354,2,1,1299.99
571,4355,1,1,899.99
572,4355,2,2,1299.99
573,4356,49,3,19.99
574,4356,50,1,49.99
575,4357,47,3,69.99
576,4357,49,1,19.99
577,4357,48,1,59.99
578,4358,45,2,199.99
579,4358,46,1,49.99
580,4358,47,2,69.99
581,4359,43,2,179.99
582,4359,44,1,119.99
583,4359,45,1,199.99
584,4359,46,1,49.99
585,4360,42,1,99.99
586,4361,38,2,79.99
587,4362,37,1,199.99
588,4362,36,2,39.99
589,4363,34,1,69.99
590,4363,35,1,29.99
591,4364,32,1,79.99
592,4364,33,2,99.99
593,4365,31,2,24.99
594,4365,30,1,149.99
595,4366,27,1,119.99
596,4366,28,1,99.99
597,4367,27,3,119.99
598,4367,25,2,229.99
599,4367,26,2,39.99
600,4368,23,1,299.99
601,4368,24,1,79.99
602,4368,27,2,119.99
603,4369,21,1,249.99
604,4369,22,1,149.99
605,4369,23,2,299.99
606,4369,24,1,79.99
607,4370,19,1,899.99
608,4371,17,1,699.99
609,4372,14,1,1299.99
610,4372,15,1,549.99
611,4373,12,1,499.99
612,4373,13,1,999.99
613,4374,11,2,299.99
614,4374,10,1,129.99
615,4375,8,1,599.99
616,4375,9,2,699.99
617,4376,6,1,179.99
618,4376,7,2,329.99
619,4377,4,2,649.99
620,4377,3,1,1799.99
621,4377,5,1,2199.99
622,4378,1,1,899.99
623,4378,2,2,1299.99
624,4378,4,1,649.99
625,4379,1,1,899.99
626,4379,2,1,1299.99
627,4379,4,1,649.99
628,4379,3,2,1799.99
629,4380,1,1,899.99
630,4381,1,1,899.99
631,4382,1,1,899.99
632,4382,2,1,1299.99
633,4383,49,2,19.99
634,4383,50,1,49.99
635,4384,47,3,69.99
636,4384,49,1,19.99
637,4385,45,1,199.99
638,4385,46,1,49.99
639,4386,43,2,179.99
640,4386,44,2,119.99
641,4387,42,1,99.99
642,4387,41,2,59.99
643,4387,43,1,179.99
644,4388,38,1,79.99
645,4388,39,2,179.99
646,4388,42,2,99.99
647,4389,37,2,199.99
648,4389,36,2,39.99
649,4389,38,1,79.99
650,4389,39,1,179.99
651,4390,34,1,69.99
652,4391,32,1,79.99
653,4392,31,2,24.99
654,4392,30,1,149.99
655,4393,27,1,119.99
656,4393,28,1,99.99
657,4394,27,3,119.99
658,4394,25,2,229.99
659,4395,23,2,299.99
660,4395,24,1,79.99
661,4396,21,1,249.99
662,4396,22,1,149.99
663,4397,19,1,899.99
664,4397,21,2,249.99
665,4397,20,1,249.99
666,4398,17,1,699.99
667,4398,18,1,449.99
668,4398,19,1,899.99
669,4399,14,1,1299.99
670,4399,15,1,549.99
671,4399,16,2,349.99
672,4399,17,1,699.99
673,4400,12,1,499.99
674,4401,11,1,299.99
675,4402,8,1,599.99
676,4402,9,2,699.99
677,4403,6,1,179.99
678,4403,7,2,329.99
679,4404,4,1,649.99
680,4404,5,1,2199.99
681,4405,1,1,899.99
682,4405,2,2,1299.99
683,4406,1,1,899.99
684,4406,2,1,1299.99
685,4407,1,2,899.99
686,4407,2,1,1299.99
687,4407,4,2,649.99
688,4408,1,1,899.99
689,4408,2,2,1299.99
690,4408,4,1,649.99
691,4409,1,1,899.99
692,4409,2,1,1299.99
693,4409,4,1,649.99
694,4409,3,2,1799.99
695,4410,49,2,19.99
696,4411,47,2,69.99
697,4412,45,1,199.99
698,4412,46,1,49.99
699,4413,43,1,179.99
700,4413,44,2,119.99
701,4414,42,2,99.99
702,4414,41,2,59.99
703,4415,38,1,79.99
704,4415,39,2,179.99
705,4416,37,2,199.99
706,4416,36,1,39.99
707,4417,34,1,69.99
708,4417,35,1,29.99
709,4417,37,1,199.99
710,4418,32,1,79.99
711,4418,33,1,99.99
712,4418,34,2,69.99
713,4419,31,1,24.99
714,4419,30,1,149.99
715,4419,32,3,79.99
716,4419,33,1,99.99
717,4420,28,1,99.99
718,4421,27,2,119.99
719,4422,23,2,299.99
720,4422,24,1,79.99
721,4423,21,2,249.99
722,4423,22,1,149.99
723,4424,19,1,899.99
724,4424,21,2,249.99
725,4425,17,1,699.99
726,4425,18,1,449.99
727,4426,14,1,1299.99
728,4426,15,1,549.99
729,4427,12,1,499.99
730,4427,13,1,999.99
731,4427,14,2,1299.99
732,4428,11,1,299.99
733,4428,10,1,129.99
734,4428,12,2,499.99
735,4429,8,1,599.99
736,4429,9,1,699.99
737,4429,11,1,299.99
738,4429,10,2,129.99
739,4430,6,1,179.99
740,4431,4,1,649.99
741,4432,1,1,899.99
742,4432,2,1,1299.99
743,4433,1,1,899.99
744,4433,2,1,1299.99
745,4434,1,2,899.99
746,4434,2,1,1299.99
747,4435,1,1,899.99
748,4435,2,2,1299.99
749,4436,1,1,899.99
750,4436,2,1,1299.99
751,4437,49,1,19.99
752,4437,50,3,49.99
753,4437,1,2,899.99
754,4438,47,2,69.99
755,4438,49,1,19.99
756,4438,48,3,59.99
757,4439,45,1,199.99
758,4439,46,1,49.99
759,4439,47,1,69.99
760,4439,49,3,19.99
761,4440,43,1,179.99
762,4441,42,2,99.99
763,4442,38,1,79.99
764,4442,39,2,179.99
765,4443,37,2,199.99
766,4443,36,1,39.99
767,4444,34,3,69.99
768,4444,35,1,29.99
769,4445,32,1,79.99
770,4445,33,1,99.99
771,4446,31,1,24.99
772,4446,30,1,149.99
773,4447,28,1,99.99
774,4447,29,1,89.99
775,4447,31,1,24.99
776,4448,27,2,119.99
777,4448,25,2,229.99
778,4448,26,1,39.99
779,4449,23,2,299.99
780,4449,24,1,79.99
781,4449,27,1,119.99
782,4449,25,1,229.99
783,4450,21,2,249.99
784,4451,19,1,899.99
785,4452,17,1,699.99
786,4452,18,1,449.99
787,4453,15,1,549.99
788,4453,16,1,349.99
789,4454,12,1,499.99
790,4454,13,1,999.99
791,4455,11,1,299.99
792,4455,10,1,129.99
793,4456,8,1,599.99
794,4456,9,1,699.99
795,4457,6,1,179.99
796,4457,7,1,329.99
797,4457,8,2,599.99
798,4458,4,1,649.99
799,4458,5,2,2199.99
800,4458,6,2,179.99
801,4459,1,1,899.99
802,4459,2,1,1299.99
803,4459,4,1,649.99
804,4459,3,2,1799.99
805,4460,1,1,899.99
806,4461,1,1,899.99
807,4462,1,1,899.99
808,4462,2,1,1299.99
809,4463,1,1,899.99
810,4463,2,1,1299.99
811,4464,49,1,19.99
812,4464,50,2,49.99
813,4465,47,1,69.99
814,4465,49,1,19.99
815,4466,45,1,199.99
816,4466,46,3,49.99
817,4467,43,1,179.99
818,4467,44,2,119.99
819,4467,45,2,199.99
820,4468,42,2,99.99
821,4468,41,1,59.99
822,4468,43,1,179.99
823,4469,39,1,179.99
824,4469,42,1,99.99
825,4469,40,2,59.99
826,4469,41,1,59.99
827,4470,37,2,199.99
828,4471,34,3,69.99
829,4472,32,3,79.99
830,4472,33,1,99.99
831,4473,31,1,24.99
832,4473,30,1,149.99
833,4474,28,1,99.99
834,4474,29,1,89.99
835,4475,27,1,119.99
836,4475,25,1,229.99
837,4476,23,2,299.99
838,4476,24,2,79.99
839,4477,21,2,249.99
840,4477,22,1,149.99
841,4477,23,1,299.99
842,4478,19,1,899.99
843,4478,21,1,249.99
844,4478,20,1,249.99
845,4479,17,1,699.99
846,4479,18,1,449.99
847,4479,19,1,899.99
848,4479,21,1,249.99
849,4480,15,1,549.99
850,4481,12,1,499.99
851,4482,11,1,299.99
852,4482,10,2,129.99
853,4483,8,1,599.99
854,4483,9,1,699.99
855,4484,6,1,179.99
856,4484,7,1,329.99
857,4485,4,1,649.99
858,4485,5,1,2199.99
859,4486,2,1,1299.99
860,4486,4,1,649.99
861,4487,1,2,899.99
862,4487,2,1,1299.99
863,4487,4,2,649.99
864,4488,1,1,899.99
865,4488,2,2,1299.99
866,4488,4,1,649.99
867,4489,1,1,899.99
868,4489,2,1,1299.99
869,4489,4,1,649.99
870,4489,3,2,1799.99
871,4490,1,1,899.99
872,4491,49,1,19.99
873,4492,47,1,69.99
874,4492,49,1,19.99
875,4493,45,1,199.99
876,4493,46,3,49.99
877,4494,43,1,179.99
878,4494,44,1,119.99
879,4495,42,2,99.99
880,4495,41,1,59.99
881,4496,39,1,179.99
882,4496,42,1,99.99
883,4497,37,1,199.99
884,4497,36,1,39.99
885,4497,38,2,79.99
886,4498,34,2,69.99
887,4498,35,1,29.99
888,4498,37,1,199.99
889,4499,32,3,79.99
890,4499,33,1,99.99
891,4499,34,1,69.99
892,4499,35,2,29.99
893,4500,31,1,24.99
894,4501,28,1,99.99
895,4502,27,1,119.99
896,4502,26,1,39.99
897,4503,23,1,299.99
898,4503,24,2,79.99
899,4504,21,2,249.99
900,4504,22,2,149.99
901,4505,19,2,899.99
902,4505,21,1,249.99
903,4506,17,1,699.99
904,4506,18,1,449.99
905,4507,15,1,549.99
906,4507,16,1,349.99
907,4507,17,1,699.99
908,4508,12,2,499.99
909,4508,13,1,999.99
910,4508,14,1,1299.99
911,4509,11,1,299.99
912,4509,10,2,129.99
913,4509,12,1,499.99
914,4509,13,2,999.99
915,4510,8,2,599.99
916,4511,6,1,179.99
917,4512,4,1,649.99
918,4512,5,1,2199.99
919,4513,2,1,1299.99
920,4513,4,1,649.99
921,4514,1,2,899.99
922,4514,2,1,1299.99
923,4515,1,1,899.99
924,4515,2,2,1299.99
925,4516,1,1,899.99
926,4516,2,1,1299.99
927,4517,1,2,899.99
928,4517,2,1,1299.99
929,4517,4,2,649.99
930,4518,50,1,49.99
931,4518,1,1,899.99
932,4518,2,2,1299.99
933,4519,47,1,69.99
934,4519,49,3,19.99
935,4519,48,2,59.99
936,4519,50,1,49.99
937,4520,45,1,199.99
938,4521,43,1,179.99
939,4522,42,1,99.99
940,4522,41,1,59.99
941,4523,39,1,179.99
942,4523,42,1,99.99
943,4524,37,1,199.99
944,4524,36,1,39.99
945,4525,34,2,69.99
946,4525,35,3,29.99
947,4526,32,2,79.99
948,4526,33,1,99.99
949,4527,31,1,24.99
950,4527,30,3,149.99
951,4527,32,1,79.99
952,4528,28,3,99.99
953,4528,29,1,89.99
954,4528,31,3,24.99
955,4529,27,1,119.99
956,4529,26,1,39.99
957,4529,28,2,99.99
958,4529,29,3,89.99
959,4530,23,1,299.99
960,4531,21,1,249.99
961,4532,19,2,899.99
962,4532,21,1,249.99
963,4533,17,2,699.99
964,4533,18,1,449.99
965,4534,15,1,549.99
966,4534,16,1,349.99
967,4535,13,1,999.99
968,4535,14,1,1299.99
969,4536,11,1,299.99
970,4536,10,2,129.99
971,4537,8,2,599.99
972,4537,9,1,699.99
973,4537,11,2,299.99
974,4538,6,2,179.99
975,4538,7,1,329.99
976,4538,8,1,599.99
977,4539,4,1,649.99
978,4539,5,1,2199.99
979,4539,6,2,179.99
980,4539,7,2,329.99
981,4540,2,1,1299.99
982,4541,1,1,899.99
983,4542,1,1,899.99
984,4542,2,1,1299.99
985,4543,1,1,899.99
986,4543,2,1,1299.99
987,4544,1,2,899.99
988,4544,2,1,1299.99
989,4545,50,1,49.99
990,4545,1,1,899.99
991,4546,47,1,69.99
992,4546,49,3,19.99
993,4547,45,2,199.99
994,4547,46,2,49.99
995,4547,47,3,69.99
996,4548,43,1,179.99
997,4548,44,1,119.99
998,4548,45,2,199.99
999,4549,42,1,99.99
1000,4549,41,1,59.99
1001,4549,43,2,179.99
1002,4549,44,1,119.99
1003,4550,39,1,179.99
1004,4551,37,1,199.99
1005,4552,34,1,69.99
1006,4552,35,3,29.99
1007,4553,32,2,79.99
1008,4553,33,3,99.99
1009,4554,31,1,24.99
1010,4554,30,2,149.99
1011,4555,28,3,99.99
1012,4555,29,1,89.99
1013,4556,27,1,119.99
1014,4556,26,3,39.99
1015,4557,23,1,299.99
1016,4557,24,2,79.99
1017,4557,27,3,119.99
1018,4558,21,1,249.99
1019,4558,22,2,149.99
1020,4558,23,1,299.99
1021,4559,19,1,899.99
1022,4559,21,1,249.99
1023,4559,20,1,249.99
1024,4559,22,1,149.99
1025,4560,17,2,699.99
1026,4561,15,2,549.99
1027,4562,13,1,999.99
1028,4562,14,1,1299.99
1029,4563,11,1,299.99
1030,4563,10,2,129.99
1031,4564,8,2,599.99
1032,4564,9,1,699.99
1033,4565,6,2,179.99
1034,4565,7,1,329.99
1035,4566,4,1,649.99
1036,4566,5,1,2199.99
1037,4567,2,1,1299.99
1038,4567,4,2,649.99
1039,4567,3,1,1799.99
1040,4568,1,1,899.99
1041,4568,2,2,1299.99
1042,4568,4,1,649.99
1043,4569,1,1,899.99
1044,4569,2,1,1299.99
1045,4569,4,1,649.99
1046,4569,3,2,1799.99
1047,4570,1,1,899.99
1048,4571,1,1,899.99
1049,4572,50,1,49.99
1050,4572,1,1,899.99
1051,4573,47,1,69.99
1052,4573,49,2,19.99
1053,4574,45,2,199.99
1054,4574,46,1,49.99
1055,4575,43,2,179.99
1056,4575,44,1,119.99
1057,4576,42,1,99.99
1058,4576,41,1,59.99
