"order_id","customer_id","order_date","status"
4151,1035,"2025-08-19 12:00:00",Delivered
4152,35,"2025-04-11 12:00:00",Delivered
4153,1035,"2024-12-02 12:00:00",Delivered
4154,35,"2024-07-25 12:00:00",Delivered
4155,1035,"2024-03-17 12:00:00",Delivered
4156,1072,"2025-09-01 12:00:00",Delivered
4157,72,"2025-04-24 12:00:00",Delivered
4158,1072,"2024-12-15 12:00:00",Delivered
4159,72,"2024-08-07 12:00:00",Delivered
4160,1072,"2024-03-30 12:00:00",Delivered
4161,1109,"2025-09-14 12:00:00",Delivered
4162,109,"2025-05-07 12:00:00",Confirmed
4163,1109,"2024-12-28 12:00:00",Delivered
4164,109,"2024-08-20 12:00:00",Delivered
4165,1109,"2024-04-12 12:00:00",Confirmed
4166,1146,"2025-09-27 12:00:00",Shipped
4167,146,"2025-05-20 12:00:00",Shipped
4168,1146,"2025-01-10 12:00:00",Shipped
4169,146,"2024-09-02 12:00:00",Shipped
4170,1146,"2024-04-25 12:00:00",Shipped
4171,1183,"2025-10-10 12:00:00",Pending
4172,183,"2025-06-02 12:00:00",Delivered
4173,1183,"2025-01-23 12:00:00",Delivered
4174,183,"2024-09-15 12:00:00",Delivered
4175,1183,"2024-05-08 12:00:00",Delivered
4176,1220,"2025-10-23 12:00:00",Delivered
4177,220,"2025-06-15 12:00:00",Delivered
4178,1220,"2025-02-05 12:00:00",Delivered
4179,220,"2024-09-28 12:00:00",Delivered
4180,1220,"2024-05-21 12:00:00",Delivered
4181,1257,"2025-11-05 12:00:00",Delivered
4182,257,"2025-06-28 12:00:00",Delivered
4183,1257,"2025-02-18 12:00:00",Pending
4184,257,"2024-10-11 12:00:00",Delivered
4185,1257,"2024-06-03 12:00:00",Delivered
4186,1294,"2025-11-18 12:00:00",Delivered
4187,294,"2025-07-11 12:00:00",Delivered
4188,1294,"2025-03-03 12:00:00",Delivered
4189,294,"2024-10-24 12:00:00",Delivered
4190,1294,"2024-06-16 12:00:00",Delivered
4191,1331,"2025-12-01 12:00:00",Shipped
4192,331,"2025-07-24 12:00:00",Shipped
4193,1331,"2025-03-16 12:00:00",Shipped
4194,331,"2024-11-06 12:00:00",Shipped
4195,1331,"2024-06-29 12:00:00",Pending
4196,628,"2025-03-29 12:00:00",Delivered
4197,1628,"2024-11-19 12:00:00",Delivered
4198,628,"2024-07-12 12:00:00",Delivered
4199,1628,"2024-03-04 12:00:00",Delivered
4200,628,"2026-07-12 12:00:00",Delivered
4201,665,"2025-04-11 12:00:00",Delivered
4202,1665,"2024-12-02 12:00:00",Confirmed
4203,665,"2024-07-25 12:00:00",Delivered
4204,1665,"2024-03-17 12:00:00",Delivered
4205,665,"2026-07-25 12:00:00",Pending
4206,702,"2025-04-24 12:00:00",Delivered
4207,1702,"2024-12-15 12:00:00",Delivered
4208,702,"2024-08-07 12:00:00",Delivered
4209,1702,"2024-03-30 12:00:00",Delivered
4210,702,"2026-08-07 12:00:00",Delivered
4211,739,"2025-05-07 12:00:00",Delivered
4212,1739,"2024-12-28 12:00:00",Delivered
4213,739,"2024-08-20 12:00:00",Delivered
4214,1739,"2024-04-12 12:00:00",Delivered
4215,739,"2026-08-20 12:00:00",Delivered
4216,776,"2025-05-20 12:00:00",Shipped
4217,1776,"2025-01-10 12:00:00",Shipped
4218,776,"2024-09-02 12:00:00",Shipped
4219,1776,"2024-04-25 12:00:00",Shipped
4220,776,"2026-09-02 12:00:00",Shipped
4221,813,"2025-06-02 12:00:00",Delivered
4222,1813,"2025-01-23 12:00:00",Delivered
4223,813,"2024-09-15 12:00:00",Confirmed
4224,1813,"2024-05-08 12:00:00",Delivered
4225,813,"2026-09-15 12:00:00",Delivered
4226,850,"2025-06-15 12:00:00",Delivered
4227,1850,"2025-02-05 12:00:00",Delivered
4228,850,"2024-09-28 12:00:00",Delivered
4229,1850,"2024-05-21 12:00:00",Delivered
4230,850,"2024-01-12 12:00:00",Delivered
4231,887,"2025-06-28 12:00:00",Delivered
4232,1887,"2025-02-18 12:00:00",Pending
4233,887,"2024-10-11 12:00:00",Delivered
4234,1887,"2024-06-03 12:00:00",Delivered
4235,887,"2024-01-25 12:00:00",Delivered
4236,924,"2025-07-11 12:00:00",Delivered
4237,1924,"2025-03-03 12:00:00",Delivered
4238,924,"2024-10-24 12:00:00",Delivered
4239,1924,"2024-06-16 12:00:00",Delivered
4240,924,"2024-02-07 12:00:00",Delivered
4241,961,"2025-07-24 12:00:00",Cancelled
4242,1961,"2025-03-16 12:00:00",Cancelled
4243,961,"2024-11-06 12:00:00",Cancelled
4244,1961,"2024-06-29 12:00:00",Cancelled
4245,961,"2024-02-20 12:00:00",Cancelled
4246,258,"2024-11-19 12:00:00",Delivered
4247,1258,"2024-07-12 12:00:00",Delivered
4248,258,"2024-03-04 12:00:00",Delivered
4249,1258,"2026-07-12 12:00:00",Delivered
4250,258,"2026-03-04 12:00:00",Delivered
4251,295,"2024-12-02 12:00:00",Delivered
4252,1295,"2024-07-25 12:00:00",Delivered
4253,295,"2024-03-17 12:00:00",Delivered
4254,1295,"2026-07-25 12:00:00",Pending
4255,295,"2026-03-17 12:00:00",Delivered
4256,332,"2024-12-15 12:00:00",Delivered
4257,1332,"2024-08-07 12:00:00",Delivered
4258,332,"2024-03-30 12:00:00",Delivered
4259,1332,"2026-08-07 12:00:00",Delivered
4260,332,"2026-03-30 12:00:00",Delivered
4261,369,"2024-12-28 12:00:00",Delivered
4262,1369,"2024-08-20 12:00:00",Delivered
4263,369,"2024-04-12 12:00:00",Confirmed
4264,1369,"2026-08-20 12:00:00",Delivered
4265,369,"2026-04-12 12:00:00",Delivered
4266,406,"2025-01-10 12:00:00",Shipped
4267,1406,"2024-09-02 12:00:00",Shipped
4268,406,"2024-04-25 12:00:00",Shipped
4269,1406,"2026-09-02 12:00:00",Shipped
4270,406,"2026-04-25 12:00:00",Shipped
4271,443,"2025-01-23 12:00:00",Delivered
4272,1443,"2024-09-15 12:00:00",Delivered
4273,443,"2024-05-08 12:00:00",Delivered
4274,1443,"2026-09-15 12:00:00",Delivered
4275,443,"2026-05-08 12:00:00",Delivered
4276,480,"2025-02-05 12:00:00",Delivered
4277,1480,"2024-09-28 12:00:00",Delivered
4278,480,"2024-05-21 12:00:00",Delivered
4279,1480,"2024-01-12 12:00:00",Delivered
4280,480,"2026-05-21 12:00:00",Delivered
4281,517,"2025-02-18 12:00:00",Pending
4282,1517,"2024-10-11 12:00:00",Delivered
4283,517,"2024-06-03 12:00:00",Delivered
4284,1517,"2024-01-25 12:00:00",Confirmed
4285,517,"2026-06-03 12:00:00",Delivered
4286,554,"2025-03-03 12:00:00",Delivered
4287,1554,"2024-10-24 12:00:00",Delivered
4288,554,"2024-06-16 12:00:00",Delivered
4289,1554,"2024-02-07 12:00:00",Delivered
4290,554,"2026-06-16 12:00:00",Delivered
4291,591,"2025-03-16 12:00:00",Shipped
4292,1591,"2024-11-06 12:00:00",Shipped
4293,591,"2024-06-29 12:00:00",Pending
4294,1591,"2024-02-20 12:00:00",Shipped
4295,591,"2026-06-29 12:00:00",Shipped
4296,1888,"2024-07-12 12:00:00",Delivered
4297,888,"2024-03-04 12:00:00",Delivered
4298,1888,"2026-07-12 12:00:00",Delivered
4299,888,"2026-03-04 12:00:00",Delivered
4300,1888,"2025-10-25 12:00:00",Delivered
4301,1925,"2024-07-25 12:00:00",Delivered
4302,925,"2024-03-17 12:00:00",Delivered
4303,1925,"2026-07-25 12:00:00",Pending
4304,925,"2026-03-17 12:00:00",Delivered
4305,1925,"2025-11-07 12:00:00",Delivered
4306,1962,"2024-08-07 12:00:00",Delivered
4307,962,"2024-03-30 12:00:00",Delivered
4308,1962,"2026-08-07 12:00:00",Delivered
4309,962,"2026-03-30 12:00:00",Delivered
4310,1962,"2025-11-20 12:00:00",Delivered
4311,1999,"2024-08-20 12:00:00",Delivered
4312,999,"2024-04-12 12:00:00",Delivered
4313,1999,"2026-08-20 12:00:00",Delivered
4314,999,"2026-04-12 12:00:00",Delivered
4315,1999,"2025-12-03 12:00:00",Pending
4316,36,"2024-09-02 12:00:00",Shipped
4317,1036,"2024-04-25 12:00:00",Shipped
4318,36,"2026-09-02 12:00:00",Shipped
4319,1036,"2026-04-25 12:00:00",Shipped
4320,36,"2025-12-16 12:00:00",Shipped
4321,73,"2024-09-15 12:00:00",Confirmed
4322,1073,"2024-05-08 12:00:00",Delivered
4323,73,"2026-09-15 12:00:00",Delivered
4324,1073,"2026-05-08 12:00:00",Confirmed
4325,73,"2025-12-29 12:00:00",Delivered
4326,110,"2024-09-28 12:00:00",Delivered
4327,1110,"2024-05-21 12:00:00",Delivered
4328,110,"2024-01-12 12:00:00",Delivered
4329,1110,"2026-05-21 12:00:00",Delivered
4330,110,"2026-01-11 12:00:00",Delivered
4331,147,"2024-10-11 12:00:00",Delivered
4332,1147,"2024-06-03 12:00:00",Delivered
4333,147,"2024-01-25 12:00:00",Delivered
4334,1147,"2026-06-03 12:00:00",Delivered
4335,147,"2026-01-24 12:00:00",Delivered
4336,184,"2024-10-24 12:00:00",Delivered
4337,1184,"2024-06-16 12:00:00",Delivered
4338,184,"2024-02-07 12:00:00",Delivered
4339,1184,"2026-06-16 12:00:00",Delivered
4340,184,"2026-02-06 12:00:00",Delivered
4341,221,"2024-11-06 12:00:00",Cancelled
4342,1221,"2024-06-29 12:00:00",Cancelled
4343,221,"2024-02-20 12:00:00",Cancelled
4344,1221,"2026-06-29 12:00:00",Cancelled
4345,221,"2026-02-19 12:00:00",Cancelled
4346,1518,"2024-03-04 12:00:00",Delivered
4347,518,"2026-07-12 12:00:00",Delivered
4348,1518,"2026-03-04 12:00:00",Delivered
4349,518,"2025-10-25 12:00:00",Delivered
4350,1518,"2025-06-17 12:00:00",Delivered
4351,1555,"2024-03-17 12:00:00",Delivered
4352,555,"2026-07-25 12:00:00",Pending
4353,1555,"2026-03-17 12:00:00",Delivered
4354,555,"2025-11-07 12:00:00",Delivered
4355,1555,"2025-06-30 12:00:00",Delivered
4356,1592,"2024-03-30 12:00:00",Delivered
4357,592,"2026-08-07 12:00:00",Delivered
4358,1592,"2026-03-30 12:00:00",Delivered
4359,592,"2025-11-20 12:00:00",Delivered
4360,1592,"2025-07-13 12:00:00",Delivered
4361,1629,"2024-04-12 12:00:00",Confirmed
4362,629,"2026-08-20 12:00:00",Delivered
4363,1629,"2026-04-12 12:00:00",Delivered
4364,629,"2025-12-03 12:00:00",Pending
4365,1629,"2025-07-26 12:00:00",Delivered
4366,1666,"2024-04-25 12:00:00",Shipped
4367,666,"2026-09-02 12:00:00",Shipped
4368,1666,"2026-04-25 12:00:00",Shipped
4369,666,"2025-12-16 12:00:00",Shipped
4370,1666,"2025-08-08 12:00:00",Shipped
4371,1703,"2024-05-08 12:00:00",Delivered
4372,703,"2026-09-15 12:00:00",Delivered
4373,1703,"2026-05-08 12:00:00",Delivered
4374,703,"2025-12-29 12:00:00",Delivered
4375,1703,"2025-08-21 12:00:00",Delivered
4376,1740,"2024-05-21 12:00:00",Delivered
4377,740,"2024-01-12 12:00:00",Delivered
4378,1740,"2026-05-21 12:00:00",Delivered
4379,740,"2026-01-11 12:00:00",Delivered
4380,1740,"2025-09-03 12:00:00",Delivered
4381,1777,"2024-06-03 12:00:00",Delivered
4382,777,"2024-01-25 12:00:00",Confirmed
4383,1777,"2026-06-03 12:00:00",Delivered
4384,777,"2026-01-24 12:00:00",Delivered
4385,1777,"2025-09-16 12:00:00",Confirmed
4386,1814,"2024-06-16 12:00:00",Delivered
4387,814,"2024-02-07 12:00:00",Delivered
4388,1814,"2026-06-16 12:00:00",Delivered
4389,814,"2026-02-06 12:00:00",Delivered
4390,1814,"2025-09-29 12:00:00",Delivered
4391,1851,"2024-06-29 12:00:00",Pending
4392,851,"2024-02-20 12:00:00",Shipped
4393,1851,"2026-06-29 12:00:00",Shipped
4394,851,"2026-02-19 12:00:00",Shipped
4395,1851,"2025-10-12 12:00:00",Shipped
4396,1148,"2026-07-12 12:00:00",Delivered
4397,148,"2026-03-04 12:00:00",Delivered
4398,1148,"2025-10-25 12:00:00",Delivered
4399,148,"2025-06-17 12:00:00",Delivered
4400,1148,"2025-02-07 12:00:00",Delivered
4401,1185,"2026-07-25 12:00:00",Pending
4402,185,"2026-03-17 12:00:00",Delivered
4403,1185,"2025-11-07 12:00:00",Delivered
4404,185,"2025-06-30 12:00:00",Confirmed
4405,1185,"2025-02-20 12:00:00",Delivered
4406,1222,"2026-08-07 12:00:00",Delivered
4407,222,"2026-03-30 12:00:00",Delivered
4408,1222,"2025-11-20 12:00:00",Delivered
4409,222,"2025-07-13 12:00:00",Delivered
4410,1222,"2025-03-05 12:00:00",Delivered
4411,1259,"2026-08-20 12:00:00",Delivered
4412,259,"2026-04-12 12:00:00",Delivered
4413,1259,"2025-12-03 12:00:00",Pending
4414,259,"2025-07-26 12:00:00",Delivered
4415,1259,"2025-03-18 12:00:00",Delivered
4416,1296,"2026-09-02 12:00:00",Shipped
4417,296,"2026-04-25 12:00:00",Shipped
4418,1296,"2025-12-16 12:00:00",Shipped
4419,296,"2025-08-08 12:00:00",Shipped
4420,1296,"2025-03-31 12:00:00",Shipped
4421,1333,"2026-09-15 12:00:00",Delivered
4422,333,"2026-05-08 12:00:00",Confirmed
4423,1333,"2025-12-29 12:00:00",Delivered
4424,333,"2025-08-21 12:00:00",Delivered
4425,1333,"2025-04-13 12:00:00",Pending
4426,1370,"2024-01-12 12:00:00",Delivered
4427,370,"2026-05-21 12:00:00",Delivered
4428,1370,"2026-01-11 12:00:00",Delivered
4429,370,"2025-09-03 12:00:00",Delivered
4430,1370,"2025-04-26 12:00:00",Delivered
4431,1407,"2024-01-25 12:00:00",Delivered
4432,407,"2026-06-03 12:00:00",Delivered
4433,1407,"2026-01-24 12:00:00",Delivered
4434,407,"2025-09-16 12:00:00",Delivered
4435,1407,"2025-05-09 12:00:00",Delivered
4436,1444,"2024-02-07 12:00:00",Delivered
4437,444,"2026-06-16 12:00:00",Delivered
4438,1444,"2026-02-06 12:00:00",Delivered
4439,444,"2025-09-29 12:00:00",Delivered
4440,1444,"2025-05-22 12:00:00",Delivered
4441,1481,"2024-02-20 12:00:00",Cancelled
4442,481,"2026-06-29 12:00:00",Cancelled
4443,1481,"2026-02-19 12:00:00",Cancelled
4444,481,"2025-10-12 12:00:00",Cancelled
4445,1481,"2025-06-04 12:00:00",Cancelled
4446,778,"2026-03-04 12:00:00",Delivered
4447,1778,"2025-10-25 12:00:00",Delivered
4448,778,"2025-06-17 12:00:00",Delivered
4449,1778,"2025-02-07 12:00:00",Delivered
4450,778,"2024-09-30 12:00:00",Delivered
4451,815,"2026-03-17 12:00:00",Delivered
4452,1815,"2025-11-07 12:00:00",Delivered
4453,815,"2025-06-30 12:00:00",Delivered
4454,1815,"2025-02-20 12:00:00",Delivered
4455,815,"2024-10-13 12:00:00",Delivered
4456,852,"2026-03-30 12:00:00",Delivered
4457,1852,"2025-11-20 12:00:00",Delivered
4458,852,"2025-07-13 12:00:00",Delivered
4459,1852,"2025-03-05 12:00:00",Delivered
4460,852,"2024-10-26 12:00:00",Delivered
4461,889,"2026-04-12 12:00:00",Delivered
4462,1889,"2025-12-03 12:00:00",Pending
4463,889,"2025-07-26 12:00:00",Delivered
4464,1889,"2025-03-18 12:00:00",Delivered
4465,889,"2024-11-08 12:00:00",Confirmed
4466,926,"2026-04-25 12:00:00",Shipped
4467,1926,"2025-12-16 12:00:00",Shipped
4468,926,"2025-08-08 12:00:00",Shipped
4469,1926,"2025-03-31 12:00:00",Shipped
4470,926,"2024-11-21 12:00:00",Shipped
4471,963,"2026-05-08 12:00:00",Delivered
4472,1963,"2025-12-29 12:00:00",Delivered
4473,963,"2025-08-21 12:00:00",Delivered
4474,1963,"2025-04-13 12:00:00",Pending
4475,963,"2024-12-04 12:00:00",Delivered
4476,1000,"2026-05-21 12:00:00",Delivered
4477,2000,"2026-01-11 12:00:00",Delivered
4478,1000,"2025-09-03 12:00:00",Delivered
4479,2000,"2025-04-26 12:00:00",Delivered
4480,1000,"2024-12-17 12:00:00",Delivered
4481,1037,"2026-06-03 12:00:00",Delivered
4482,37,"2026-01-24 12:00:00",Delivered
4483,1037,"2025-09-16 12:00:00",Confirmed
4484,37,"2025-05-09 12:00:00",Delivered
4485,1037,"2024-12-30 12:00:00",Delivered
4486,1074,"2026-06-16 12:00:00",Delivered
4487,74,"2026-02-06 12:00:00",Delivered
4488,1074,"2025-09-29 12:00:00",Delivered
4489,74,"2025-05-22 12:00:00",Delivered
4490,1074,"2025-01-12 12:00:00",Delivered
4491,1111,"2026-06-29 12:00:00",Shipped
4492,111,"2026-02-19 12:00:00",Shipped
4493,1111,"2025-10-12 12:00:00",Shipped
4494,111,"2025-06-04 12:00:00",Shipped
4495,1111,"2025-01-25 12:00:00",Shipped
4496,408,"2025-10-25 12:00:00",Delivered
4497,1408,"2025-06-17 12:00:00",Delivered
4498,408,"2025-02-07 12:00:00",Delivered
4499,1408,"2024-09-30 12:00:00",Delivered
4500,408,"2024-05-23 12:00:00",Delivered
4501,445,"2025-11-07 12:00:00",Delivered
4502,1445,"2025-06-30 12:00:00",Confirmed
4503,445,"2025-02-20 12:00:00",Delivered
4504,1445,"2024-10-13 12:00:00",Delivered
4505,445,"2024-06-05 12:00:00",Confirmed
4506,482,"2025-11-20 12:00:00",Delivered
4507,1482,"2025-07-13 12:00:00",Delivered
4508,482,"2025-03-05 12:00:00",Delivered
4509,1482,"2024-10-26 12:00:00",Delivered
4510,482,"2024-06-18 12:00:00",Delivered
4511,519,"2025-12-03 12:00:00",Pending
4512,1519,"2025-07-26 12:00:00",Delivered
4513,519,"2025-03-18 12:00:00",Delivered
4514,1519,"2024-11-08 12:00:00",Delivered
4515,519,"2024-07-01 12:00:00",Delivered
4516,556,"2025-12-16 12:00:00",Shipped
4517,1556,"2025-08-08 12:00:00",Shipped
4518,556,"2025-03-31 12:00:00",Shipped
4519,1556,"2024-11-21 12:00:00",Shipped
4520,556,"2024-07-14 12:00:00",Shipped
4521,593,"2025-12-29 12:00:00",Delivered
4522,1593,"2025-08-21 12:00:00",Delivered
4523,593,"2025-04-13 12:00:00",Pending
4524,1593,"2024-12-04 12:00:00",Delivered
4525,593,"2024-07-27 12:00:00",Delivered
4526,630,"2026-01-11 12:00:00",Delivered
4527,1630,"2025-09-03 12:00:00",Delivered
4528,630,"2025-04-26 12:00:00",Delivered
4529,1630,"2024-12-17 12:00:00",Delivered
4530,630,"2024-08-09 12:00:00",Delivered
4531,667,"2026-01-24 12:00:00",Delivered
4532,1667,"2025-09-16 12:00:00",Delivered
4533,667,"2025-05-09 12:00:00",Delivered
4534,1667,"2024-12-30 12:00:00",Delivered
4535,667,"2024-08-22 12:00:00",Pending
4536,704,"2026-02-06 12:00:00",Delivered
4537,1704,"2025-09-29 12:00:00",Delivered
4538,704,"2025-05-22 12:00:00",Delivered
4539,1704,"2025-01-12 12:00:00",Delivered
4540,704,"2024-09-04 12:00:00",Delivered
4541,741,"2026-02-19 12:00:00",Cancelled
4542,1741,"2025-10-12 12:00:00",Cancelled
4543,741,"2025-06-04 12:00:00",Cancelled
4544,1741,"2025-01-25 12:00:00",Cancelled
4545,741,"2024-09-17 12:00:00",Cancelled
4546,38,"2025-06-17 12:00:00",Delivered
4547,1038,"2025-02-07 12:00:00",Delivered
4548,38,"2024-09-30 12:00:00",Delivered
4549,1038,"2024-05-23 12:00:00",Delivered
4550,38,"2024-01-14 12:00:00",Delivered
4551,75,"2025-06-30 12:00:00",Delivered
4552,1075,"2025-02-20 12:00:00",Delivered
4553,75,"2024-10-13 12:00:00",Delivered
4554,1075,"2024-06-05 12:00:00",Delivered
4555,75,"2024-01-27 12:00:00",Delivered
4556,112,"2025-07-13 12:00:00",Delivered
4557,1112,"2025-03-05 12:00:00",Delivered
4558,112,"2024-10-26 12:00:00",Delivered
4559,1112,"2024-06-18 12:00:00",Delivered
4560,112,"2024-02-09 12:00:00",Delivered
4561,149,"2025-07-26 12:00:00",Delivered
4562,1149,"2025-03-18 12:00:00",Delivered
4563,149,"2024-11-08 12:00:00",Confirmed
4564,1149,"2024-07-01 12:00:00",Delivered
4565,149,"2024-02-22 12:00:00",Delivered
4566,186,"2025-08-08 12:00:00",Shipped
4567,1186,"2025-03-31 12:00:00",Shipped
4568,186,"2024-11-21 12:00:00",Shipped
4569,1186,"2024-07-14 12:00:00",Shipped
4570,186,"2024-03-06 12:00:00",Shipped
4571,223,"2025-08-21 12:00:00",Delivered
4572,1223,"2025-04-13 12:00:00",Pending
4573,223,"2024-12-04 12:00:00",Delivered
4574,1223,"2024-07-27 12:00:00",Delivered
4575,223,"2024-03-19 12:00:00",Delivered
4576,260,"2025-09-03 12:00:00",Delivered
4577,1260,"2025-04-26 12:00:00",Delivered
4578,260,"2024-12-17 12:00:00",Delivered
4579,1260,"2024-08-09 12:00:00",Delivered
4580,260,"2024-04-01 12:00:00",Delivered
4581,297,"2025-09-16 12:00:00",Confirmed
4582,1297,"2025-05-09 12:00:00",Delivered
4583,297,"2024-12-30 12:00:00",Delivered
4584,1297,"2024-08-22 12:00:00",Pending
4585,297,"2024-04-14 12:00:00",Delivered
4586,334,"2025-09-29 12:00:00",Delivered
4587,1334,"2025-05-22 12:00:00",Delivered
4588,334,"2025-01-12 12:00:00",Delivered
4589,1334,"2024-09-04 12:00:00",Delivered
4590,334,"2024-04-27 12:00:00",Delivered
4591,371,"2025-10-12 12:00:00",Shipped
4592,1371,"2025-06-04 12:00:00",Shipped
4593,371,"2025-01-25 12:00:00",Shipped
4594,1371,"2024-09-17 12:00:00",Shipped
4595,371,"2024-05-10 12:00:00",Shipped
4596,1068,"2024-02-03 12:00:00",Delivered
4597,68,"2026-06-12 12:00:00",Delivered
4598,1068,"2026-02-02 12:00:00",Delivered
4599,68,"2025-09-25 12:00:00",Delivered
4600,1068,"2025-05-18 12:00:00",Delivered
4601,1105,"2024-02-16 12:00:00",Delivered
4602,105,"2026-06-25 12:00:00",Confirmed
4603,1105,"2026-02-15 12:00:00",Delivered
4604,105,"2025-10-08 12:00:00",Delivered
4605,1105,"2025-05-31 12:00:00",Confirmed
4606,1142,"2024-02-29 12:00:00",Delivered
4607,142,"2026-07-08 12:00:00",Delivered
4608,1142,"2026-02-28 12:00:00",Delivered
4609,142,"2025-10-21 12:00:00",Delivered
4610,1142,"2025-06-13 12:00:00",Delivered
4611,1179,"2024-03-13 12:00:00",Pending
4612,179,"2026-07-21 12:00:00",Delivered
4613,1179,"2026-03-13 12:00:00",Delivered
4614,179,"2025-11-03 12:00:00",Delivered
4615,1179,"2025-06-26 12:00:00",Delivered
4616,1216,"2024-03-26 12:00:00",Shipped
4617,216,"2026-08-03 12:00:00",Shipped
4618,1216,"2026-03-26 12:00:00",Shipped
4619,216,"2025-11-16 12:00:00",Shipped
4620,1216,"2025-07-09 12:00:00",Shipped
4621,1253,"2024-04-08 12:00:00",Delivered
4622,253,"2026-08-16 12:00:00",Delivered
4623,1253,"2026-04-08 12:00:00",Pending
4624,253,"2025-11-29 12:00:00",Delivered
4625,1253,"2025-07-22 12:00:00",Delivered
4626,1290,"2024-04-21 12:00:00",Delivered
4627,290,"2026-08-29 12:00:00",Delivered
4628,1290,"2026-04-21 12:00:00",Delivered
4629,290,"2025-12-12 12:00:00",Delivered
4630,1290,"2025-08-04 12:00:00",Delivered
4631,1327,"2024-05-04 12:00:00",Delivered
4632,327,"2026-09-11 12:00:00",Delivered
4633,1327,"2026-05-04 12:00:00",Delivered
4634,327,"2025-12-25 12:00:00",Delivered
4635,1327,"2025-08-17 12:00:00",Pending
4636,1364,"2024-05-17 12:00:00",Delivered
4637,364,"2024-01-08 12:00:00",Delivered
4638,1364,"2026-05-17 12:00:00",Delivered
4639,364,"2026-01-07 12:00:00",Delivered
4640,1364,"2025-08-30 12:00:00",Delivered
4641,1401,"2024-05-30 12:00:00",Cancelled
4642,401,"2024-01-21 12:00:00",Cancelled
4643,1401,"2026-05-30 12:00:00",Cancelled
4644,401,"2026-01-20 12:00:00",Cancelled
4645,1401,"2025-09-12 12:00:00",Cancelled
4646,698,"2026-06-12 12:00:00",Delivered
4647,1698,"2026-02-02 12:00:00",Delivered
4648,698,"2025-09-25 12:00:00",Delivered
4649,1698,"2025-05-18 12:00:00",Delivered
4650,698,"2025-01-08 12:00:00",Delivered
4651,735,"2026-06-25 12:00:00",Delivered
4652,1735,"2026-02-15 12:00:00",Delivered
4653,735,"2025-10-08 12:00:00",Delivered
4654,1735,"2025-05-31 12:00:00",Delivered
4655,735,"2025-01-21 12:00:00",Delivered
4656,772,"2026-07-08 12:00:00",Delivered
4657,1772,"2026-02-28 12:00:00",Delivered
4658,772,"2025-10-21 12:00:00",Delivered
4659,1772,"2025-06-13 12:00:00",Delivered
4660,772,"2025-02-03 12:00:00",Delivered
4661,809,"2026-07-21 12:00:00",Delivered
4662,1809,"2026-03-13 12:00:00",Delivered
4663,809,"2025-11-03 12:00:00",Confirmed
